,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4588,2105-PHWON,0,0,1,0,33,1,2,1,0,0,2,2,0,2,0,1,1,95.0,3008.15,0
1051,3845-JHAMY,0,0,1,1,16,0,1,0,0,0,0,0,0,2,0,1,1,35.5,552.7,0
3296,2229-VWQJH,0,0,0,0,24,1,0,0,0,0,2,0,0,0,0,1,1,49.3,1233.25,0
5047,8149-AIQCG,1,0,0,0,39,1,2,1,0,0,0,0,0,0,0,1,1,73.15,2730.85,0
3222,6817-WTYHE,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,44.9,111.05,0
1237,2788-CJQAQ,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,19.45,270.2,0
1641,5980-BDHPY,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,87.1,6230.1,0
1466,8205-MQUGY,1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,571.15,0
6264,2578-JQPHZ,1,0,0,0,44,1,0,1,0,0,2,2,2,2,2,0,0,100.1,4378.35,0
1781,2519-LBNQL,1,1,1,0,60,1,2,1,0,2,2,0,2,2,1,1,2,104.35,6339.45,0
5800,7129-CAKJW,0,0,0,0,17,1,2,1,0,0,2,0,0,0,0,0,0,80.05,1345.65,0
6581,2453-SAFNS,0,1,0,0,54,1,2,0,0,2,0,2,2,0,1,0,3,72.1,3886.05,0
3736,2926-JEJJC,0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,0,20.2,140.95,0
503,7803-XOCCZ,0,0,1,1,52,1,0,1,2,0,2,2,0,0,0,1,0,84.05,4326.8,0
4925,5966-EMAZU,1,0,1,0,64,1,2,1,2,0,2,2,2,2,1,1,3,108.5,6880.85,0
2308,3324-OIRTO,1,0,1,1,71,1,0,1,2,2,2,0,2,2,1,1,0,104.65,7288.4,0
2253,0336-PIKEI,1,1,1,0,72,1,0,0,2,2,2,2,2,0,2,0,0,74.4,5360.75,0
2591,8384-FZBJK,0,0,1,1,57,1,2,1,0,2,0,0,2,2,0,1,2,100.6,5611.7,0
4122,4632-XJMEX,1,0,0,1,53,1,0,0,2,2,0,2,0,0,1,0,1,62.85,3419.5,0
1092,8590-YFFQO,1,0,1,0,70,1,0,0,2,2,2,2,0,0,2,0,1,64.95,4523.25,0
3559,5171-EPLKN,1,0,0,0,27,1,0,2,1,1,1,1,1,1,2,0,1,19.85,470.0,0
3379,0396-HUJBP,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.3,44.4,0
4156,2465-BLLEU,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.75,19.75,0
3002,9513-DXHDA,1,0,0,0,27,1,0,0,2,0,2,2,2,2,1,0,2,81.7,2212.55,0
3289,9626-VFRGG,0,0,0,1,41,1,2,1,0,2,0,0,2,0,0,1,0,88.5,3645.05,0
4134,3005-TYFRD,0,0,1,0,55,1,2,1,0,2,2,0,2,2,0,1,1,103.65,5676.65,0
6212,6537-OTKMY,1,0,0,0,15,0,1,0,0,0,2,0,2,2,1,0,2,50.75,688.2,0
2453,1197-BVMVG,0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.45,294.45,0
4809,7814-LEEVE,0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.3,20.3,0
1267,2612-PHGOX,1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,4818.8,0
5166,2252-JHJGE,1,0,0,0,61,1,2,1,2,0,2,0,2,2,1,0,2,104.0,6363.45,0
2763,2250-IVBWA,1,0,1,1,64,1,0,1,2,2,0,0,0,0,0,0,2,81.05,5135.35,0
1956,0019-EFAEP,0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,101.3,7261.25,0
2002,0017-DINOC,1,0,0,0,54,0,1,0,2,0,0,2,2,0,2,0,1,45.2,2460.55,0
3624,9544-PYPSJ,0,1,1,1,62,1,2,1,0,2,2,0,0,2,0,1,1,96.1,6019.35,0
1090,9036-CSKBW,0,0,0,0,51,1,2,1,2,2,2,0,2,2,1,0,0,107.45,5680.9,0
3530,1703-MGIAB,0,0,0,0,17,1,2,0,0,0,2,2,2,0,0,1,3,69.0,1108.0,0
3282,0330-BGYZE,1,0,1,0,60,1,2,1,0,2,2,0,2,2,1,0,0,102.5,6157.6,0
5106,8878-RYUKI,0,0,0,0,52,1,0,0,0,0,2,0,0,2,0,1,2,59.45,3043.7,0
5433,7879-CGSFV,1,0,0,0,55,1,0,1,2,2,0,0,2,2,1,1,3,100.9,5552.05,0
5335,3327-YBAKM,0,0,1,0,64,1,0,1,2,0,0,2,2,2,1,1,3,96.9,6314.35,0
4885,5304-EFJLP,1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,111.65,8022.85,0
4474,1139-WUOAH,1,0,0,0,57,0,1,0,0,0,2,2,2,2,2,0,1,53.35,3090.05,0
5529,5919-VCZYM,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,42.7,0
1712,6303-KFWSL,0,0,0,0,29,1,2,0,0,2,0,0,0,0,1,1,2,55.25,1620.2,0
2958,2576-HXMPA,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.55,19.55,0
250,4075-JFPGR,0,0,1,0,51,1,0,1,2,2,2,0,2,0,1,1,2,93.5,4619.55,0
6275,0885-HMGPY,1,0,0,0,62,1,2,0,2,2,2,2,0,0,2,0,0,69.4,4237.5,0
5241,7753-USQYQ,1,0,0,0,55,1,0,0,0,2,0,2,0,2,1,1,2,64.2,3627.3,0
3974,9592-ERDKV,1,0,1,0,37,1,2,0,2,0,2,0,2,2,1,0,3,79.25,2911.8,0
4865,1355-KUSBG,0,0,1,1,7,1,2,0,0,0,0,0,0,0,0,0,2,48.8,349.8,0
142,1095-WGNGG,0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,101.05,5971.25,0
0,7590-VHVEG,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,1,2,29.85,29.85,0
1213,6980-IMXXE,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,1412.65,0
1565,6968-GMKPR,0,0,0,0,55,1,0,1,0,2,2,0,0,0,0,1,2,81.55,4509.5,0
3432,8174-TBVCF,0,0,1,0,70,1,2,0,2,2,2,2,2,2,2,1,1,94.8,6859.05,0
2993,2239-CFOUJ,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,20.4,20.4,0
2778,6599-GZWCM,0,0,0,0,13,1,0,1,0,2,0,0,0,0,1,1,3,74.65,966.25,0
3582,6357-JJPQT,0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,80.5,232.35,0
6252,9074-KGVOX,1,0,1,1,50,0,1,0,2,0,0,0,2,0,0,1,1,39.45,2021.35,0
6678,3978-YNKDD,1,0,0,1,19,1,0,2,1,1,1,1,1,1,2,0,1,20.85,467.5,0
6879,0682-USIXD,0,0,1,0,21,1,0,1,0,0,0,2,2,0,0,1,2,86.05,1818.9,0
673,9092-GDZKO,1,0,0,0,22,1,2,2,1,1,1,1,1,1,0,1,1,24.85,493.4,0
4913,4994-OBRSZ,1,0,0,1,14,1,0,0,2,2,2,2,0,2,2,0,0,76.1,1054.8,0
1379,0562-KBDVM,0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,44.6,3058.15,0
1067,7030-NJVDP,1,0,1,0,24,1,0,1,2,0,0,2,0,2,0,1,2,89.25,2210.2,0
3641,0487-CRLZF,0,0,0,0,49,1,0,0,0,0,2,2,2,2,2,1,0,74.45,3721.9,0
467,5968-XQIVE,1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,89.7,6588.95,0
6397,7994-XIRTR,1,1,0,0,54,1,0,0,0,0,2,2,0,2,1,0,0,65.25,3529.95,0
2541,0739-UUAJR,0,0,1,1,72,0,1,0,2,0,2,0,2,2,2,1,1,53.8,3952.45,0
2794,5353-WILCI,0,0,0,0,28,1,0,0,2,2,0,0,0,0,0,0,2,56.05,1522.65,0
971,5002-GCQFH,1,0,1,0,49,1,2,1,2,2,0,0,2,0,0,1,0,93.85,4733.1,0
4975,4822-LPTYJ,1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,103.75,7346.2,0
5297,7647-GYYKX,0,0,1,1,54,1,0,2,1,1,1,1,1,1,2,1,0,20.35,1092.35,0
4598,4929-ROART,1,0,0,0,18,1,2,0,2,0,0,0,0,0,0,0,3,56.25,969.85,0
6493,6576-FBXOJ,1,0,1,0,17,0,1,0,0,0,2,2,2,2,1,0,2,54.6,934.8,0
259,5046-NUHWD,0,1,1,0,29,0,1,0,2,0,2,0,0,2,0,1,2,45.0,1228.65,0
5873,2122-YWVYA,0,0,0,0,18,1,0,1,2,0,0,0,0,0,0,1,2,75.4,1380.4,0
3922,6173-GOLSU,1,1,1,0,67,1,2,1,0,0,0,0,2,2,0,1,1,94.65,6079.0,0
4321,5599-HVLTW,0,1,0,0,14,1,2,1,0,0,2,0,0,0,0,1,0,80.35,1058.1,0
4411,3621-CHYVB,0,0,1,0,57,0,1,0,2,0,2,2,0,2,0,1,0,49.9,2782.4,0
6775,3259-KNMRR,1,1,0,0,57,1,2,0,0,2,2,0,2,2,2,1,0,79.75,4438.2,0
3581,7860-UXCRM,1,0,1,1,63,1,0,0,2,2,2,2,2,0,2,0,1,74.5,4674.55,0
5440,4456-RHSNB,0,0,1,1,19,1,0,0,0,0,2,0,0,0,0,1,0,49.6,962.9,0
691,6663-JOCQO,1,0,1,1,31,1,2,0,2,2,0,2,0,2,1,1,0,75.25,2344.5,0
460,4719-UMSIY,1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.65,100.9,0
4161,4223-WOZCM,1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,3,49.95,107.1,0
1156,0621-CXBKL,0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,18.7,1005.7,0
1041,1915-OAKWD,0,0,0,1,16,1,0,2,1,1,1,1,1,1,1,1,0,19.3,360.35,0
1750,4137-JOPHL,0,0,0,0,50,1,0,1,0,0,2,2,0,2,2,1,0,89.7,4304.5,0
3147,8903-WMRNW,0,0,1,0,15,1,0,1,2,0,2,0,2,2,0,0,2,101.75,1669.4,0
6954,9364-YKUVW,1,0,0,0,15,1,0,2,1,1,1,1,1,1,0,1,3,19.8,309.4,0
4406,3714-XPXBW,0,0,0,0,37,1,2,0,2,2,2,2,2,0,0,1,1,78.9,2976.95,0
5882,2138-VFAPZ,0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,1,3,19.7,263.65,0
1933,1964-SVLEA,1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,415.9,0
5382,6229-UOLQL,1,0,1,1,56,0,1,0,2,2,0,2,2,0,1,1,3,52.0,2884.9,0
1921,6732-VAILE,1,0,1,1,70,1,2,0,0,2,2,2,2,2,2,1,1,85.95,5931.75,0
4178,1209-VFFOC,1,0,1,1,68,0,1,0,2,2,2,2,0,2,2,1,3,56.4,3948.45,0
6075,5081-NWSUP,0,0,0,0,10,1,0,0,0,2,0,2,0,2,1,0,3,64.9,685.55,0
6129,4132-POCZS,1,0,1,0,52,0,1,0,2,0,0,0,0,2,0,1,2,39.9,2020.9,0
684,8040-MNRTF,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,71.1,71.1,0
4984,5236-XMZJY,0,0,0,0,42,1,0,0,2,2,2,0,0,0,0,0,0,59.65,2536.55,0
2931,8059-UDZFY,0,1,0,1,33,1,2,1,0,2,2,0,2,2,0,1,0,105.35,3465.05,0
5141,0303-WMMRN,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,3,19.25,86.05,0
3619,6479-VDGRK,0,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,0,85.3,6129.2,0
3274,2874-YXVVA,0,0,0,0,34,1,0,1,0,2,2,2,2,2,0,1,2,105.1,3634.8,0
1959,5882-CMAZQ,0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,34.25,163.55,0
5730,7167-PCEYD,1,0,0,0,67,1,0,2,1,1,1,1,1,1,2,1,3,19.8,1311.3,0
2056,4138-NAXED,1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,81.0,4085.75,0
1798,3506-OVLKD,1,0,0,0,35,1,2,2,1,1,1,1,1,1,1,0,0,26.2,954.9,0
3522,0969-RGKCU,1,0,1,1,37,1,0,2,1,1,1,1,1,1,1,0,1,19.8,677.05,0
4144,7181-OQCUT,1,0,0,0,21,1,2,1,2,0,2,0,2,2,0,0,3,103.85,2215.0,0
2234,4500-HKANN,1,0,1,1,23,1,2,0,0,2,0,2,0,0,2,0,3,59.7,1414.2,0
1139,3082-WQRVY,1,1,1,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.65,228.65,0
3429,7872-BAAZR,0,0,1,1,53,1,0,2,1,1,1,1,1,1,1,0,0,19.55,1007.9,0
5594,0027-KWYKW,0,0,1,1,23,1,2,1,0,0,0,0,2,0,0,1,2,83.75,1849.95,0
4813,8631-WUXGY,0,0,0,1,46,1,0,1,0,2,2,0,2,2,0,1,2,99.8,4391.25,0
277,3179-GBRWV,1,1,1,0,21,1,0,0,2,2,0,0,0,2,0,1,0,64.95,1339.8,0
5731,4936-YPJNK,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.9,199.45,0
6788,1760-CAZHT,1,0,0,1,25,1,0,2,1,1,1,1,1,1,0,0,3,20.8,460.2,0
3978,0432-CAJZV,1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,0,3,90.7,237.65,0
4921,0089-IIQKO,0,0,1,1,39,1,2,1,0,0,0,2,2,2,0,1,1,99.95,3767.4,0
2318,6463-HHXJR,0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,0,0,100.5,7030.65,0
3712,9209-NWPGU,1,0,0,0,44,1,0,0,2,0,0,2,2,0,1,0,2,65.4,2774.55,0
5425,4998-IKFSE,0,0,0,0,30,1,2,1,0,0,2,0,2,2,0,0,2,100.45,3096.9,0
1182,3164-YAXFY,1,0,0,0,57,0,1,0,2,0,2,0,2,2,0,1,2,53.75,3196.0,0
5136,3295-YVUSR,1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,3,72.6,154.3,0
5490,2676-OXPPQ,1,0,0,0,6,1,0,0,2,2,0,0,0,0,0,1,0,55.7,335.65,0
5903,1455-HFBXA,1,0,1,0,52,1,2,1,2,0,2,2,0,0,2,1,1,91.6,4627.8,0
5429,9488-FVZCC,0,0,1,1,72,1,2,0,2,2,2,2,0,2,2,1,0,79.5,5661.7,0
3941,4797-MIWUM,1,0,1,1,7,1,0,2,1,1,1,1,1,1,0,1,0,20.25,174.7,0
3208,8550-XSXUQ,1,0,1,0,48,1,2,0,0,2,2,0,0,2,1,1,1,70.55,3420.5,0
1972,7892-QVYKW,0,0,1,1,23,1,2,1,0,0,0,0,0,2,0,0,2,85.6,1868.4,0
5449,5696-CEIQJ,1,0,1,1,67,1,0,1,0,2,2,2,2,2,2,0,0,103.15,6895.5,0
549,8138-EALND,1,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.75,311.6,0
224,5961-VUSRV,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,0,19.35,219.35,0
3128,2739-CCZMB,1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,1,20.35,122.0,0
6354,3214-IYUUQ,0,0,1,0,61,1,0,1,2,2,0,2,0,2,1,0,0,93.7,5860.7,0
1372,9793-WECQC,1,0,0,0,23,1,0,1,0,2,0,0,2,2,0,0,3,95.3,2192.9,0
2450,7602-MVRMB,0,0,1,1,72,1,2,1,2,0,2,2,2,2,2,1,0,110.45,8058.85,0
3447,9762-YAQAA,1,0,0,0,39,1,2,1,0,2,0,0,0,0,1,0,1,81.4,3213.75,0
735,7595-EHCDL,1,0,1,1,32,0,1,0,0,0,2,0,2,2,0,0,1,50.6,1653.45,0
6677,1442-BQPVU,0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,0,2,29.15,357.15,0
5323,1448-CYWKC,0,0,1,1,58,1,2,1,0,2,2,0,2,2,1,1,1,105.2,6225.4,0
2276,9168-INPSZ,0,1,1,0,44,1,2,1,0,0,2,2,2,2,0,0,2,104.15,4495.65,0
4989,0909-SDHNU,0,0,0,1,7,0,1,0,2,0,0,0,0,0,0,0,3,29.8,201.95,0
6355,1936-UAFEH,0,0,0,0,68,1,2,1,2,2,0,2,2,2,2,0,1,110.25,7279.35,0
992,4883-KCPZJ,0,0,1,1,22,1,2,2,1,1,1,1,1,1,2,0,1,25.25,555.4,0
3232,2703-AMTUL,1,0,1,1,36,1,0,0,2,2,0,0,0,0,1,0,3,53.65,1939.35,0
4911,8565-WUXZU,1,1,1,0,72,1,0,1,2,2,0,2,0,0,2,1,1,84.8,6141.65,0
2381,7649-PHJVR,1,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,19.5,226.8,0
2055,1216-BGTSP,1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,108.45,4964.7,0
6423,0480-KYJVA,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.25,1784.5,0
87,1862-QRWPE,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1057.0,0
5749,3349-ANQNH,0,1,0,0,59,1,2,1,0,0,2,0,2,2,1,1,2,99.5,5890.0,0
2580,7748-UMTRK,0,1,0,1,30,1,2,1,0,0,0,2,2,2,0,1,2,101.3,2974.5,0
480,0486-LGCCH,1,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,3,19.65,225.75,0
6644,0898-XCGTF,1,0,1,0,61,1,2,1,0,0,0,0,2,2,1,1,0,96.5,5673.7,0
3931,8851-RAGOV,0,0,1,0,25,1,0,0,2,2,0,2,0,2,0,1,3,71.05,1837.7,0
2716,7883-ROJOC,0,0,1,0,19,1,0,0,0,0,0,0,0,0,0,0,3,44.9,839.65,0
2440,2171-UDMFD,1,0,1,1,32,1,0,2,1,1,1,1,1,1,0,1,1,19.45,674.55,0
6564,2159-TURXX,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.05,95.55,0
3588,9643-YBLUR,1,0,1,0,9,1,2,0,0,2,2,0,0,2,0,1,1,69.05,653.95,0
540,6859-QNXIQ,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,113.1,8248.5,0
1055,3486-NPGST,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,0,3,19.55,620.75,0
1430,6510-UPNKS,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,615.35,0
881,3523-BRGUW,1,1,0,0,26,1,0,2,1,1,1,1,1,1,1,0,1,19.3,504.2,0
4392,3373-YZZYM,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.2,19.2,0
1307,1866-NXPSP,0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,2680.15,0
3642,2107-FBPTK,0,1,0,0,30,1,2,1,0,2,2,0,2,2,0,1,2,104.1,3121.1,0
984,8165-ZJRNM,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,23.75,1679.25,0
3451,5397-TUPSH,1,1,1,0,65,1,0,1,0,0,0,0,0,0,1,1,0,70.95,4555.2,0
4438,2263-SFSQZ,1,0,1,1,51,1,2,2,1,1,1,1,1,1,2,1,3,24.95,1222.25,0
316,3973-SKMLN,1,0,0,0,71,1,0,2,1,1,1,1,1,1,2,1,1,19.9,1355.1,0
2325,3097-PYWXL,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,1,2,19.95,82.9,0
2587,5849-ASHZJ,1,0,0,1,27,1,0,2,1,1,1,1,1,1,1,0,1,20.05,552.9,0
2549,0188-GWFLE,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,33.7,0
2945,3987-KQDDU,1,0,0,0,9,1,0,1,2,0,0,0,0,0,0,0,2,75.6,661.55,0
7038,6840-RESVB,1,0,1,1,24,1,2,0,2,0,2,2,2,2,1,1,3,84.8,1990.5,0
5038,4815-TUMEQ,0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.3,185.2,0
1865,7064-FRRSW,1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,99.0,4744.35,0
887,1258-YMZNM,0,1,0,0,27,1,2,1,2,2,2,0,2,2,1,1,0,110.5,2857.6,0
5151,5562-YJQGT,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,1,20.35,35.1,0
1169,1282-IHQAC,1,1,0,0,70,0,1,0,0,2,2,0,2,0,1,1,1,44.05,3011.65,0
1033,2632-TACXW,0,0,1,0,62,1,2,2,1,1,1,1,1,1,2,0,0,23.65,1416.75,0
5785,0506-YLVKJ,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,20.2,917.45,0
968,3429-IFLEM,0,0,0,0,71,1,0,0,2,2,2,2,2,0,2,0,1,77.35,5550.1,0
600,5839-SUYVZ,1,0,0,0,16,1,0,1,0,0,0,2,0,0,0,1,1,74.55,1170.5,0
5905,1628-BIZYP,1,0,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,85.0,85.0,0
618,5240-CAOYT,0,0,0,0,57,1,2,1,2,2,0,2,0,0,0,1,0,87.55,4884.85,0
6076,2580-ATZSQ,0,0,1,1,65,1,0,0,2,2,2,0,0,0,1,0,0,61.35,3874.1,0
935,6630-UJZMY,0,1,1,0,4,1,2,1,0,0,0,0,2,0,0,1,2,83.25,308.05,0
5623,9115-YQHGA,1,0,0,0,40,1,0,0,0,0,0,2,0,0,0,1,2,51.1,2092.9,0
6684,0305-SQECB,0,0,0,1,11,0,1,0,2,0,0,2,0,0,1,1,3,36.05,402.6,0
4859,8041-TMEID,1,1,1,0,63,1,2,1,2,2,2,0,2,2,2,0,1,108.5,6991.9,0
2832,0635-WKOLD,1,0,1,0,40,1,2,0,0,2,0,2,2,0,1,0,1,70.75,2921.75,0
4317,5808-TOTXO,0,0,0,1,3,1,0,2,1,1,1,1,1,1,1,1,1,20.55,57.4,0
3184,5197-LQXXH,0,0,1,0,71,1,2,0,0,2,2,2,2,2,2,1,1,83.3,5894.5,0
5666,8318-LCNBW,1,0,1,0,35,0,1,0,2,0,2,0,2,2,1,0,1,53.15,1930.9,0
222,6469-MRVET,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,20.2,20.2,0
4972,1987-AUELQ,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1873.7,0
3781,8873-TMKGR,1,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,19.1,529.5,0
1219,2294-DMMUS,0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,1,70.45,4300.45,0
3882,9348-YVOMK,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,44.8,176.2,0
565,5846-NEQVZ,1,0,1,1,71,1,0,0,2,0,2,2,0,2,2,1,1,70.85,4973.4,0
2559,8263-QMNTJ,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,2,115.55,8425.3,0
309,4091-TVOCN,1,0,0,1,48,1,2,0,2,0,2,0,2,2,1,1,1,78.75,3682.45,0
6603,2257-BOVXD,1,0,1,0,14,1,2,0,0,0,0,2,2,0,0,1,1,66.6,979.5,0
553,1982-FEBTD,0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,1,1,25.6,514.75,0
3444,3739-YBWAB,1,0,1,0,36,0,1,0,2,0,2,0,0,0,1,0,3,35.35,1317.95,0
3817,9504-YAZWB,0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,20.25,1048.45,0
5893,3549-ZTMNH,1,0,1,1,12,1,2,2,1,1,1,1,1,1,2,1,0,24.0,269.65,0
159,7554-NEWDD,1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,25.7,251.6,0
6946,9013-AQORL,0,0,0,1,48,0,1,0,0,2,2,0,0,2,0,0,1,45.55,2108.35,0
4742,8544-JNBOX,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,3,20.8,1521.2,0
2357,9251-WNSOD,0,0,1,0,67,1,2,0,2,2,2,0,0,2,1,0,3,75.1,5064.45,0
4166,5917-RYRMG,1,1,0,0,32,1,0,2,1,1,1,1,1,1,1,0,1,19.8,587.7,0
2746,5480-XTFFL,0,0,1,1,31,1,0,2,1,1,1,1,1,1,2,0,3,21.0,697.7,0
4443,2672-OJQZP,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.75,44.75,0
3908,8261-GWDBQ,0,1,1,0,60,1,2,1,2,2,2,2,2,2,2,1,0,116.05,6925.9,0
4173,7858-GTZSP,0,0,0,0,12,1,2,1,0,0,0,0,0,2,0,1,2,86.55,1066.9,0
5164,6135-OZQVA,0,0,0,0,7,1,2,0,2,0,0,0,0,0,0,1,2,53.65,404.35,0
3109,4521-WFJAI,1,0,0,0,56,1,2,2,1,1,1,1,1,1,2,1,0,25.95,1444.05,0
4344,2200-DSAAL,0,0,0,0,68,1,2,0,0,2,2,0,2,2,2,1,2,80.65,5330.2,0
3732,3082-YVEKW,0,0,1,1,23,1,2,0,2,0,2,2,2,0,2,1,0,77.15,1759.4,0
7012,6691-CCIHA,0,0,1,0,62,1,2,0,2,2,0,2,2,2,2,1,2,84.95,5150.55,0
3604,9313-CDOGY,1,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,2,19.6,717.3,0
6976,5130-YPIRV,0,0,1,0,62,1,0,0,2,2,2,0,2,0,2,1,1,72.0,4284.2,0
5713,8050-DVOJX,1,1,0,0,49,1,2,0,2,2,2,2,0,2,2,0,1,81.35,4060.9,0
1634,9995-HOTOH,1,0,1,1,63,0,1,0,2,2,2,0,2,2,2,0,2,59.0,3707.6,0
2858,9512-PHSMG,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,252.75,0
2834,4518-FZBSX,1,0,1,1,42,1,0,2,1,1,1,1,1,1,1,0,3,20.25,854.9,0
3088,5751-USDBL,1,0,1,1,46,1,0,0,2,0,2,2,2,2,2,0,3,81.0,3846.35,0
2899,6164-HAQTX,1,0,0,0,71,0,1,0,2,2,2,2,2,0,2,0,0,53.95,3888.65,0
5162,4801-KFYKL,1,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,0,19.45,159.2,0
1297,6198-ZFIOJ,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.6,402.5,0
1689,0274-JKUJR,1,0,1,1,7,0,1,0,2,2,2,0,2,2,0,0,3,58.85,465.7,0
6268,9746-UGFAC,0,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,0,20.85,450.65,0
6116,7445-WMRBW,0,0,0,0,48,1,2,0,0,2,2,2,2,0,1,1,0,73.85,3581.4,0
70,2273-QCKXA,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,49.05,0
2076,7228-PAQPD,0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,59.1,772.85,0
2946,3404-JNXAX,0,0,1,1,51,1,2,1,0,0,0,2,0,0,0,1,2,80.75,4116.9,0
2947,5131-PONJI,1,0,1,1,49,1,0,1,0,2,2,0,2,0,0,1,1,90.4,4494.65,0
4354,1955-IBMMB,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,1,0,20.2,1192.3,0
6751,1241-FPMOF,1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,3,19.65,1025.05,0
